Oil Consumption per capita (tonnes per year),1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Colombia,0.18193839951657,0.205192414999566,0.20042690269134,0.218878533044132,0.202805822158203,0.225365334929597,0.238407929048849,0.269056849406844,0.255610325661442,0.277649169289739,0.271028214855176,0.283514009103855,0.275613183533151,0.271661192417759,0.282436402991984,0.291796369445906,0.293389160711262,0.27348172984773,0.281558587768397,0.262674459932693,0.256855318073669,0.257845432077839,0.276007927001388,0.281011805441314,0.274621645794224,0.284700437043632,0.283043078530259,0.308487740742984,0.307202310803267,0.311135004461846,0.324085556282543,0.328890810487354,0.325929381861373,0.311531755726116,0.27184856229576,0.262824574266187,0.273683553780575,0.243511536161232,0.239361175717941,0.238393518079866,0.240182550607267,0.248182510560333,0.240298462806698,0.238275828647972,0.229990578709741,0.237607469048225
Czech Rep.,0.412643896266879,0.455115496116066,0.505474361365636,0.556291118843079,0.596000049982475,0.713463861941882,0.782606561532275,0.854242436418347,0.956912078069475,0.977523497174546,1.07322915188579,1.12802024784404,1.17230232976789,1.20563471244663,1.21905394722155,1.13042734246472,1.11121404630548,1.0123802246519,0.990713192170696,1.05010795202934,1.03127471884828,0.988109771636745,0.997101512312699,0.956920053387906,0.910628156739105,0.819880734384849,0.688358447016774,0.657380472619716,0.665993341229387,0.683648176067935,0.775728130595987,0.811734918743094,0.773991101773274,0.803700309776317,0.798999252948369,0.774878964823404,0.818916962269873,0.797590479455409,0.852997457577348,0.935631585628424,0.972052820968711,0.957324816674393,0.944875782043482,0.95448177132544,0.929142358498563,0.876778335188545
Denmark,2.14641649305172,2.41088133354272,2.5346044313134,2.80325815283483,3.36740353379288,3.72917505291452,3.70875018627436,3.8852754096691,3.5754291103226,3.18035100755108,3.09748949997698,3.29709599203783,3.25388954517968,3.14850107034941,3.10228755602818,2.64589717092984,2.50051467983987,2.14281698543111,2.02637313005397,2.02542246312953,2.08694250993556,2.04607901337695,1.87380761694588,1.85802770661553,1.79937065885503,1.74848094760704,1.75614612346214,1.73703219619338,1.83034536162901,1.94701875703535,2.00635766975123,2.17802779830237,2.09869235322607,2.0171147183521,2.00132017965269,1.94006893153499,1.83381238616855,1.78512010132377,1.71455516560816,1.67676490848623,1.70183509599878,1.71074940782458,1.69551647154118,1.62406645284095,1.53849662453841,1.56752746145954
Ecuador,0.128441942881615,0.130319083730483,0.136550607192593,0.158299673184906,0.163149355128891,0.180997323717648,0.194124561634548,0.19390344208611,0.20905574901776,0.2319973346382,0.220043024201837,0.240395469537083,0.291312994555413,0.288749736231833,0.298970502696807,0.372212911314431,0.406776030364785,0.433533887879068,0.386681919184522,0.377463914325625,0.453215808167389,0.448532215327639,0.441202288267367,0.426748284275832,0.43372421702008,0.407384099954515,0.45170828640745,0.426189299842121,0.437315841186607,0.467618137569587,0.443848859142417,0.490242034020156,0.553507493839182,0.555286779993889,0.496123372473327,0.470878021045404,0.473708010397676,0.461722282858355,0.474515229143966,0.479564980165978,0.561812166803884,0.601607380451253,0.642814176545506,0.660192334780326,0.708197122251512,0.732816540969042
Egypt,0.218310737573969,0.228588360847764,0.181350652979062,0.185153643950419,0.133371737554173,0.169110378914978,0.170443590327838,0.190274710910176,0.175009748292919,0.189005648415972,0.204773280620202,0.236685190759685,0.247034613514871,0.249944340321679,0.267842956363252,0.292864710051591,0.329188475774359,0.365705478158587,0.393358704797176,0.414130136432019,0.410642597532058,0.402449122662069,0.408283472981441,0.404932824727026,0.411571505972853,0.417921029356595,0.403244829298314,0.384920629271336,0.360060774646657,0.351733050033146,0.375097822708596,0.389714922718132,0.404395118548113,0.418424962816495,0.418495314032191,0.402078871939343,0.378614386893793,0.359731134749663,0.362525427655177,0.368192748114291,0.401855903413349,0.379311721519561,0.397184502546946,0.416453352104759,0.431530839470616,0.447479266085188
Finland,1.25350514745611,1.51280178188514,1.581555946478,1.79234435328711,2.08117383166018,2.33673570852614,2.40938366027734,2.55470547034249,2.84287706355989,2.46415245390025,2.53489809467695,2.71343782163367,2.63915547024952,2.64105207556798,2.79289317656011,2.67685576362991,2.55179831899166,2.34430540369233,2.16433580914613,2.18230931693186,2.19370626203795,2.28601293334677,2.26528367695402,2.22813042428991,2.21659590375654,2.19675716608298,2.11033386835318,2.05451454943487,1.95677317355653,2.03956929581186,1.94349741826328,2.01300364845936,1.97849611334868,2.03978859349131,2.06606166801789,2.06557814345388,2.02905202905203,2.0935850407086,2.18094094820265,2.02312752591959,2.09478519898206,2.00433104390179,2.00881875219618,1.98110220313472,1.85339600183168,1.93865426822699
France,1.10526514744174,1.17109067529484,1.3335791087066,1.43487888284538,1.646293651252,1.85709288844843,2.00869245004656,2.2128519965132,2.44841865483049,2.31111773550761,2.09478411319433,2.25491712360301,2.15319846806493,2.22643945371765,2.20595935418812,2.0395454407016,1.8288125835251,1.68178472971666,1.63449801494421,1.56192436909352,1.52492340787278,1.54817214832187,1.55000121351134,1.53126208650983,1.56616607876678,1.57648991522575,1.66171966574161,1.65141867712488,1.58654324559612,1.53095051052854,1.53931658948877,1.56734083083395,1.57307947279391,1.62366274505165,1.64162415943526,1.60781617670905,1.60722079139637,1.55377212411754,1.54669313133729,1.55205174487168,1.52573493307961,1.51510641464504,1.47915130904735,1.48437126726572,1.40123824621341,1.32829141095398
Germany,1.1357266694487,1.26076436780257,1.29919697701103,1.45030269967382,1.6224494760307,1.77498101012486,1.8372731534186,1.93807869381674,2.06305635153921,1.86824060250343,1.81276914140874,1.95851645115675,1.93982463499806,2.01356035184827,2.0805392251286,1.88171768660452,1.70814638162198,1.61574334104532,1.58253002861528,1.57646984467709,1.62628825752761,1.7132567255094,1.66061509010574,1.65307582440432,1.54645280535916,1.60910324842973,1.67154826169062,1.67330599379184,1.68446236355981,1.65820821286713,1.6495291356864,1.67099079756769,1.65745898632606,1.65865483191492,1.6078882173027,1.57597490496154,1.59725906852882,1.54589188430235,1.51699519438356,1.50238093988825,1.48287986614707,1.49694428396928,1.363257975573,1.43432084024313,1.38219155997913,1.39850003277545
Greece,0.518652485877391,0.562897286658264,0.657991145745444,0.668608063792683,0.707688920072424,0.762765662966982,0.838278288467804,0.967904376548847,1.12206168511673,1.04699525741254,1.09909375337145,1.15563005717932,1.16061954483745,1.24383053887773,1.2987335800609,1.28597302111568,1.22530123701972,1.21495047553147,1.15901176324844,1.18160007391445,1.20572256180914,1.2192377853612,1.31953621075167,1.35997738182701,1.48213223757982,1.54510097484366,1.54023584355115,1.55140998233157,1.59236718766052,1.59615908026132,1.64929863343694,1.69703479641952,1.70865414478885,1.67741518203143,1.70814250862071,1.81561958928661,1.82326684278436,1.83043336361027,1.76886622640912,1.92307330024838,1.89669889799925,1.97703956574831,1.92808685577294,1.89783619220555,1.78341312782764,1.62861488680774
"Hong Kong, China",0.557648197638939,0.600511636948708,0.713566033436618,0.776505002071531,0.917579006606823,0.983807349601778,1.02280247879189,1.15010873062556,1.17058384285677,1.17098943776482,1.07227944107377,1.23012691842283,1.28895100065289,1.29552757806541,1.2863638133811,1.28483835336478,1.33581266789857,1.28101410110028,1.12302638790715,1.02554747731581,0.9527890179015,0.915469688075073,0.882750371242178,0.996548840637224,1.04858679336391,1.08407922390905,1.07016001863048,1.36368693603133,1.40414218596882,1.47668064809267,1.55721157570672,1.49578441177592,1.447122273725,1.35560478133294,1.39048351053307,1.43322212422035,1.72502943020286,1.88597942360467,1.90656050592233,2.25962990426208,2.03528443099923,2.1778174968524,2.32135496844072,2.09159692352471,2.00344133980998,2.28265540594474
Hungary,0.372354603465521,0.407320685030041,0.429006985495567,0.447091430539284,0.49767953874496,0.575061412913871,0.645047576967002,0.698400817029858,0.781559676849273,0.852578228252335,0.955205800320639,0.994260713783798,1.05313329767616,1.16041035698618,1.08819650682277,1.05425659253875,1.00789723732327,0.956112047293088,0.909839848802289,0.957735040243862,0.979368848235675,0.907382955215843,0.955717529231759,0.886051019893528,0.858679028567665,0.893958551779436,0.773490080091066,0.78143903592253,0.74321501033408,0.785985726561087,0.740557695794076,0.685767384174102,0.690483320834154,0.723917489577673,0.697538892115613,0.670777123062481,0.657066414470464,0.629769472677819,0.622328867701882,0.642210446221032,0.744428238664348,0.770547383745713,0.770320591179232,0.772110159704471,0.709840498839911,0.671097580092241
Iceland,2.5,2.76967031160076,2.60414022762115,2.65464965148314,2.6437705227027,2.69474426876889,2.63029382896321,2.6511286369575,3.08454763886342,2.73800960623709,2.63723965858066,2.6650322346318,2.66831054995095,2.6908110809653,2.71208937064484,2.41497194950912,2.32928347423257,2.24337389707932,2.07325501036628,1.96948554523322,2.11269356001292,2.19560551195294,2.35378002487471,2.40455904394732,2.61322314705031,2.50006868320558,2.43628550002137,2.70893216510634,2.78978299147058,2.76698790905556,2.8712641787362,2.96165763978098,3.13008547259159,3.13125888943717,3.23272378530404,3.2431279115252,3.08107270627342,3.17661786089134,3.07879222984634,3.25934116940383,3.41709829717971,3.3022158732268,3.40078699206139,3.05150869422467,,
India,0.025467345430044,0.027855592028143,0.028116969410233,0.030804770029147,0.036185384015421,0.035215597670494,0.036133321250421,0.038096399338588,0.039280461205788,0.037580238866706,0.037529536104183,0.038607984071451,0.040493389561087,0.042994834875093,0.045336942838726,0.045186217913561,0.047503583742459,0.048288773889598,0.049628447481009,0.05205522573233,0.05523710095049,0.056766906650417,0.057324953670532,0.061513692316418,0.065210377986304,0.066312617358114,0.066041403406787,0.068209445242247,0.067507262840224,0.071202346068696,0.078002156171948,0.082501380884444,0.086454745370326,0.090848916668815,0.09679339920877,0.100718465376274,0.099838127155162,0.102197671825857,0.102240223399581,0.106993715310464,0.10488728412428,0.104064814145594,0.109479647586066,0.113372338587165,0.125026867425117,0.12697875236038
Indonesia,0.058763265999336,0.055166699792582,0.051727557178246,0.053289580569209,0.055408666782193,0.057366510495706,0.057904999427045,0.063931766364669,0.072535122019154,0.07633912056462,0.084634589525895,0.088075536783092,0.102851662200853,0.112472184935738,0.119400003314707,0.130698808176982,0.139218540108548,0.14060737416014,0.133361709079916,0.139113768129642,0.130716770923641,0.129146189725229,0.137817482161917,0.140494632789309,0.145719144175418,0.161630900703654,0.171740149583734,0.184470892376,0.194413507402388,0.188148467518543,0.196007689856497,0.209624347315673,0.22365270834101,0.209493597810504,0.222125387459402,0.237596347550306,0.238463517010594,0.247252859261943,0.243482326289126,0.258592542885585,0.256059440190136,0.23997344155102,0.242428080005783,0.244124524520852,0.249352929148859,0.248466950577122
Iran,0.399982253156488,0.430093876767616,0.462413006426369,0.497208844495625,0.534595612382283,0.57504687999736,0.618771540166379,0.666772877884794,0.758945205491381,0.785754431263982,0.866643798085656,0.885794720491812,0.911873411243776,0.892922695934293,0.924852082478792,0.803208354009759,0.700937458239225,0.733771970512652,0.850534432350691,0.889335707485041,0.93816331229158,0.87603306367402,0.872141425764728,0.73781991095052,0.816950258216239,0.858000725087976,0.874507738283295,0.875574942684248,0.879023295023421,0.908726785198539,0.978917539424678,1.00395575575683,0.965214516881651,0.910927515725841,0.914223705362993,0.956988334007552,0.943904121680828,0.998419439139986,1.04305108769331,1.06915570032817,1.10809515349243,1.14422370571479,1.13864900892831,1.15186436120946,1.16356738438857,1.1625764478504
Ireland,0.843215196240596,0.9364599459042,1.04228799972417,1.15386462327898,1.24367983436678,1.38406085682851,1.5093863818991,1.63994408922559,1.75060789948444,1.70770486954341,1.64334046641093,1.64043059989047,1.7228564094491,1.81267486116129,1.87997805606716,1.6724218341751,1.46643576747768,1.26763568713235,1.14327637679514,1.11891398923492,1.11202191899897,1.3759993940968,1.20432743684066,1.08825446531044,1.1206202049296,1.24857733264349,1.37097590304911,1.42957685764694,1.44112988621271,1.56467601699062,1.58212862071506,1.64932552452867,1.79243894862474,1.9858704012505,2.2242394916481,2.15995667467624,2.31955962771159,2.23208557589968,2.12791104164911,2.18348199906209,2.25466698027581,2.20588165703994,2.19422835914317,2.07472502025103,1.81316224334405,1.70026175082217
Italy,1.01625714069319,1.11210943090441,1.22027930811962,1.33612240652877,1.46042797107645,1.63775665088638,1.74712840942227,1.81580689229906,1.90228737947307,1.83922002394463,1.71576576213571,1.78446980187688,1.72690667249061,1.78650247113892,1.84125257203509,1.74128354601508,1.69678240510188,1.60489599365099,1.57532207581524,1.49641396536652,1.48653896987961,1.52176822109291,1.58631828460954,1.61355889252385,1.65079354799926,1.64733699990833,1.6259304922981,1.66012381300523,1.62720469735949,1.62323672820793,1.67681741686773,1.65408750398809,1.66204650165324,1.66556666679918,1.65966058428049,1.6412181946305,1.62238229161835,1.61563183497164,1.59122203294423,1.53884620809545,1.47728342246791,1.4675003088922,1.41144057517338,1.350843247668,1.24650087618555,1.20724981423877
Japan,0.902799430215533,1.01514894667027,1.23255082270142,1.41265200304875,1.65143612593265,1.92020488767908,2.08918246694779,2.19810917328709,2.48934232018313,2.36485182940442,2.20213163136374,2.26320790717989,2.30276248453087,2.30292312703269,2.30538277093391,2.05046490743261,1.91685852657038,1.76550827026617,1.74763118874162,1.82662046777538,1.71964379827354,1.72942649356331,1.72925806466193,1.85027873051451,1.91159328984011,2.02629239975295,2.05475414675419,2.09060629075179,2.03741843582876,2.15504338720354,2.14949821604699,2.15373125948193,2.11878008855784,2.02360663441702,2.04979472143986,2.03195617293692,1.96623007664177,1.93226384227781,1.972527896511,1.90932469409557,1.93143090383724,1.87780105338254,1.81248475779479,1.7527309967455,1.5701092292672,1.593223489425
Kazakhstan,,,,,,,,,,,,,,,,,,,,,1.29904926501277,1.17077265611001,1.1195009771821,1.11359964523399,1.12914035076749,1.30060496067756,1.31407795328423,1.23547683289226,0.963556690274828,0.763021757224219,0.755375551940609,0.649162859941713,0.665173320272688,0.556822454016128,0.464117978259653,0.49476174347085,0.597409016956079,0.62409116723771,0.5882717858434,0.597867923269896,0.659117356174826,0.715309548192297,0.749969000573982,0.695794120155129,0.763836037607499,0.779964666976614
"Korea, Rep.",0.045324657670292,0.066427085621756,0.11286575368336,0.163595721405822,0.217706449413218,0.266513763670796,0.294786436558553,0.301404552539367,0.36354449483507,0.368035924529116,0.40879562053571,0.451821427616332,0.529674553713475,0.595960716201126,0.660384660581743,0.643974977796038,0.627309132616625,0.612371818991754,0.628721369115011,0.620475734301219,0.643817422354597,0.690386965400587,0.715674450924574,0.846854518975276,0.962562569563353,1.15231687771847,1.38082740173934,1.65358302353139,1.80008969693046,1.96090143267948,2.12361059342808,2.25663719078247,2.4620268748125,2.06417280478376,2.20120639129105,2.24325570723115,2.23128681815847,2.25482647706688,2.26497306575034,2.24051370661796,2.24069408792928,2.23260603591884,2.27924929935898,2.16363870654663,2.1474473637196,2.08784801064196
Kuwait,10.6380561952066,9.32241673480207,8.23059960453678,7.31345469959202,6.53019623605748,5.85414171563928,5.27128763158187,5.34553550708487,4.71235914494211,4.04583192608014,2.93712093820848,3.27932599994803,2.99932990084229,3.07191730121847,3.24745285080514,3.15549510044932,4.0319596264506,4.34144224653289,4.60642172302138,4.67119408227061,4.60425823568682,4.46176883450928,4.10826112002378,3.79061674438877,3.57946773535552,2.63162054465061,1.80895754021164,2.88865778240684,2.80014877704379,3.68284947663835,3.97380446474039,3.84185440876594,4.12136677602972,5.16756601063791,5.54700931555117,5.35195534180482,5.24933468949854,5.52416253425425,5.71613693150134,6.26677049625825,6.7255008140409,5.77333260753725,5.57244942230182,5.99368454345575,6.4996753941184,6.46756788753886
Lithuania,,,,,,,,,,,,,,,,,,,,,2.41459900248984,2.00315361722567,2.17862340560117,2.0777414294533,2.11837996077738,2.01818777073993,2.2197915413206,1.17400187482571,1.03032279455118,0.961001938978841,0.872116092567201,0.91147610850478,0.912184299806996,1.0580830104997,0.875492233802117,0.677708864043373,0.78744185431636,0.73070660194859,0.702025139462226,0.756571854804403,0.813028361577025,0.825893678292001,0.82615107295172,0.911870025558076,0.778187523439158,0.812369437939638
Malaysia,0.208683861088235,0.240450327807852,0.23912084225916,0.236117040807771,0.237950177630935,0.261427052548396,0.279532256511175,0.308783166597113,0.34531280656624,0.340981654671474,0.364500627642792,0.38768942814976,0.425461047354008,0.454539734550614,0.53430081646941,0.582392909033784,0.591589985541027,0.620059363962263,0.644130582836339,0.611729620334339,0.593547260724833,0.577367597094704,0.572095909738773,0.584881442612985,0.615820341546173,0.714169520909998,0.742097910740209,0.728842563564724,0.78622741090254,0.867961538686154,0.86922417608192,0.899907196755586,0.929412066635083,0.842032244850565,0.878716475965355,0.858668124655108,0.847169959416425,0.90122602096656,0.867904002620252,0.873981949440285,0.825011845676061,0.791641758775868,0.815091429411742,0.792699645785864,0.876584269534278,0.890813170528365
Mexico,0.316915313074422,0.319295065023409,0.331769359860448,0.353343721837623,0.361542689613169,0.377899155621633,0.387504623475236,0.420942165004717,0.434319073404732,0.485740659963792,0.530530704553775,0.571976196882582,0.573949656357569,0.62583378243975,0.653333294615521,0.707626340083376,0.747542755034224,0.748125410039782,0.71225927209872,0.746598891255584,0.758501912579002,0.737216126705677,0.761617051068578,0.74828947548548,0.78502215233441,0.803566961458131,0.819889260250236,0.813714487639227,0.817643842893293,0.878132442449213,0.793820502735862,0.805895069159147,0.828435517123108,0.853962363822172,0.836056389726139,0.857006281958288,0.838738609528714,0.793897524540394,0.805206269731406,0.810287819840059,0.823420647870072,0.805266800536919,0.818101803418257,0.813807618559631,0.789943217721142,0.770566503742106
Netherlands,2.07034302798517,2.21395197218298,2.236108240449,2.37645413879957,2.56693626298585,2.81739984784034,2.74775218097294,3.02764040701282,3.09044256125461,2.62441905980727,2.5608027044453,2.85761943963089,2.72141678133182,2.75800016632385,2.94971895655915,2.73780876209534,2.52099837832454,2.1748636136405,2.03673176049818,1.99433330041436,2.01758244221712,2.2261881479257,2.21802057726423,2.34391457268009,2.29330357788614,2.34754631080535,2.39057943908281,2.41718224194083,2.39084517504292,2.37537427924809,2.4639212458173,2.40882297632254,2.52803169484815,2.5082365642589,2.57043629336874,2.62670741182608,2.73790377326629,2.73066044453003,2.73031320616824,2.84565430172318,3.04084571196011,2.98966134913392,2.79508270845052,2.8157603741757,2.98322365457217,2.9976546061431
New Zealand,1.03424500114916,1.12943327856044,1.1722449378063,1.18796376874841,1.21698460899956,1.40977593606462,1.42867837674559,1.50721171973983,1.56481490771304,1.46416227125597,1.3897599435375,1.42097001939524,1.41655632426097,1.34081816555039,1.34519685531523,1.30542774284177,1.22963650487915,1.21644973727969,1.15463085428742,1.15415160874415,1.10174995694019,1.1014872133204,1.17202398606793,1.18809480802617,1.23780472020445,1.40545141043966,1.3242755016316,1.3330183764496,1.30200017898568,1.41082419073025,1.52483496868078,1.4902637422115,1.5701850495092,1.55675345648307,1.56828253610407,1.57919115238028,1.58178369675671,1.62617510748419,1.72024306793054,1.69431962207628,1.72156641914102,1.72712199064112,1.70570738868001,1.71289788768035,1.57311709450825,1.57962114732691
